ListingKey	APN	BuildersName	City	State	StreetName	StreetNumber	TotalExpenses	YearBuilt	ListPrice	MLnumber	AccessibilityFeatures	Acres	AdNumber	Appliances	AppliancesYN	Area	Assessments	AssessmentsYN	Association	AssociationDues1	AssociationDues1Frequency	AssociationDues2	AssociationDues2Frequency	AssociationName1	AssociationYN	AttachedStructure	BuildersTractCode	BuildersTractName	Caprate	CDOM	CDOMResetYN	COLA_Board	COLA_FirstName	COLA_LastName	COLA_PublicID	COLA_StateLicenseNumber	COLO_Code	COLO_Name	CommonWalls	CommunityFeatures	ContactOrder1	ContactOrder2	ContactOrder3	ContactOrder4	ContactOrder5	ContactOrder6	Cooling	CoolingYN	COSA_FirstName	COSA_LastName	COSA_PublicID	COSA_StateLicenseNumber	COSO_Code	COSO_Name	Country	County	CrossStreets	DateClosedSale	DateCmaStatus	DateListingContract	DeletedYN	DirectionFaces	Directions	Disclosures	DocumentNumber	DOM	DoorFeatures	Elevation	EntryLevel	EntryLocation	ExteriorFeatures	FenceYN	Fencing	Fireplace	FireplaceYN	Floor	Foundation	GreenBuildingCertification	GreenCertificationRating	GreenCertifyingBody	GreenEnergyEfficient	GreenEnergyGeneration	GreenIndoorAirQuality	GreenLocation	GreenSustainability	GreenWalkScore	GreenWaterConservation	GreenYearCertified	GrossMultiplier	GrossOperatingIncome	GrossScheduledIncome	Heating	HeatingYN	InteriorFeatures	InternetSendAddressYN	InternetSendListingYN	LA_Board	LA_FirstName	LA_LastName	LA_Publicid	LA_StateLicenseNumber	LandFeeLease	LastChangeType	Laundry	LaundryYN	ListPriceExcludes	ListPriceIncludes	ListPriceLow	LO_Code	LO_Name	LotDimensions	LotFeatures	LotSquareFootage	MLSID	ModelName	MonthlyGrossIncome	NetOperatingIncome	NumberElectricMeters	NumberGarageSpaces	NumberGasMeters	NumberUncoveredSpaces	NumberUnits	NumberWaterMeters	OperatingExpense	OtherStructures	Parking	ParkingSpacesTotal	ParkingYN	Piccount	Pool	PoolYN	PostalCode	PostalCodePlus4	PreviousPrice	PreviousStatus	PricePerSqft	PricePerUnit	PropertyDescription	Roofing	Rooms	SA_FirstName	SA_LastName	SA_PublicID	SA_StateLicenseNumber	SaleType	SecurityExpense	SecurityFeatures	SellingPrice	SeniorYN	Sewer	SO_Code	SO_Name	SourceKey	SourceTimestampModified	Spa	SpaYN	SqFtSourceLot	SquareFootageBuilding	Status	Stories	StoriesTotal	StreetDirection	StreetDirectionSuffix	StreetNumberModifier	StreetSuffix	StreetSuffixModifier	StructuralCondition	Style	ThomasGuide	TimestampModified	TimestampOffMarket	TimestampPhotoModified	TimestampStatusChange	TractName	TractNumber	TractSubAreaCode	Type10ActualRent	Type10Baths	Type10Bedrooms	Type10Furnished	Type10GarageAttached	Type10GarageSpaces	Type10ProFormaRent	Type10TotalRent	Type10Units	Type11ActualRent	Type11Baths	Type11Bedrooms	Type11Furnished	Type11GarageAttached	Type11GarageSpaces	Type11ProFormaRent	Type11TotalRent	Type11Units	Type12ActualRent	Type12Baths	Type12Bedrooms	Type12Furnished	Type12GarageAttached	Type12GarageSpaces	Type12ProFormaRent	Type12TotalRent	Type12Units	Type13ActualRent	Type13Baths	Type13Bedrooms	Type13Furnished	Type13GarageAttached	Type13GarageSpaces	Type13ProFormaRent	Type13TotalRent	Type13Units	Type1ActualRent	Type1Baths	Type1Bedrooms	Type1Furnished	Type1GarageAttached	Type1GarageSpaces	Type1ProFormaRent	Type1TotalRent	Type1Units	Type2ActualRent	Type2Baths	Type2Bedrooms	Type2Furnished	Type2GarageAttached	Type2GarageSpaces	Type2ProFormaRent	Type2TotalRent	Type2Units	Type3ActualRent	Type3Baths	Type3Bedrooms	Type3Furnished	Type3GarageAttached	Type3GarageSpaces	Type3ProFormaRent	Type3TotalRent	Type3Units	Type4ActualRent	Type4Baths	Type4Bedrooms	Type4Furnished	Type4GarageAttached	Type4GarageSpaces	Type4ProFormaRent	Type4TotalRent	Type4Units	Type5ActualRent	Type5Baths	Type5Bedrooms	Type5Furnished	Type5GarageAttached	Type5GarageSpaces	Type5ProFormaRent	Type5TotalRent	Type5Units	Type6ActualRent	Type6Baths	Type6Bedrooms	Type6Furnished	Type6GarageAttached	Type6GarageSpaces	Type6ProFormaRent	Type6TotalRent	Type6Units	Type7ActualRent	Type7Baths	Type7Bedrooms	Type7Furnished	Type7GarageAttached	Type7GarageSpaces	Type7ProFormaRent	Type7TotalRent	Type7Units	Type8ActualRent	Type8Baths	Type8Bedrooms	Type8Furnished	Type8GarageAttached	Type8GarageSpaces	Type8ProFormaRent	Type8TotalRent	Type8Units	Type9ActualRent	Type9Baths	Type9Bedrooms	Type9Furnished	Type9GarageAttached	Type9GarageSpaces	Type9ProFormaRent	Type9TotalRent	Type9Units	Utilities	View	ViewYN	VirtualTour	WaterSource	WellDepth	WellGallonsPerMinute	WellPumpHorsepower	WellReportYN	WindowFeatures	YearBuiltSource	Zone
1664547	0310812100		UPE	CA	Lakeshore	2510	6528	1933	249000	LC13077539		0.063		FSR	1	LCUL	UNK	1							0	D				732									NCW	SUB	2	1	4	3	8		NO	0							US	LAK	Hammond		2013-04-27 00:00:00	2013-04-27 00:00:00	0		Hwy 20 to Hammond to Lakeshore	UNI		732			1	GS	LIT		WD	LIV	1	HW,LAM	PER														22800	WL	1	BTH,SHW,SIT,UFRN	1	1	LC	Joan	Dooley	LCjdooley	00525685	FEE	PRICECHG	IR	1				LCRLT_WLD	Realty World/Selzer Realty		ARP	2732	MR		1900	4528	3	0	3		3	3	18272			0		26	NO	0	95485	7703	265000		177.86		Investment opportunity! Well kept units close to the lake. The front unit is a two bedroom one bathroom log home featuring a large spacious living room with high ceilings and knotty pine walls, formal dining room and vintage kitchen. The second unit is a two bedroom 1.5 bath home with upgraded features. Unit 3 is a nice lovely studio. All have metal roofs and separate meters. Plenty of parking .	MTL	LIV,MF,UR					STD		COD,SD		0	SC			67256747		NO	0	A	1400	A	B	2				BL		REM	BNG		2015-03-22 17:58:46		2013-04-29 15:23:41	2013-04-29 14:56:04																																								895	1.00	2	U		0	0	895	1	725	1.50	2	U		0	0	725	1	425	1.00	1	U		0	0	425	1																																																								NO	0		WELL						SLR	
1708949	5178021019		LA	CA	Eastside	3137	0	1923	300000	PW13033640		0.149				BOYH									0	D				147									NCW	SDW,SL	9	1	5	3	6	8	NO	0							US	LA	Sloat Blvd.		2015-04-22 00:00:00	2013-03-01 00:00:00	0					147				GS						CR	RF														0	SEE	1		1	1	PW	Willie	Garcia	PGARCWIL	01113999		BOM	SEE	1				PB9480	Keller Williams Realty		NL,PAV	6499	MR		0	0	2	1	2		2	2	0			0		3	NO	0	90063	2821	350000	X	164.47		GREAT PROPERTY TO REHAB! LOCATED IN THE HEART OF BOYLE HEIGHTS. PROPERTY CONSIST OF 2 UNITS.  3 BEDROOMS 1 BATH AND A 2 BEDROOM 1 BATH. BOTH UNITS ARE IN THERE ORIGINAL STAGE AND NEED SOME REHAB. WITHIN MINUTES TO DOWNTOWN LOS ANGELES . PRICE HAS BEEN APPROVED AND SET BY BANK.	SPT						NOD,SPAY					SIS			66091065		NO	0	A	1824	A	A		E			BL		FX	MED		2015-04-22 16:21:00	2015-04-22 01:00:43	2013-03-01 11:25:49	2015-04-22 16:20:12		64																																						0	1.00	3	U	D	1	0	0	1	0	1.00	2	U		0	0	0	1	0						0	0																																																									NO	0		DIST						ASS	
1739451	7425015013		WILM	CA	WATSON	1216	0	1928	250000	NP13089570		0.118				196									0	D				1139									NCW	SDW	1	2	1	7	6	8									US	LA	E.L STREET		2013-05-12 00:00:00	2013-05-12 00:00:00	0		405 TO WILMINGTON Exit			717				GS																					1589				1	1	NP	Anita	Wyrgatsch	U11040	00632042	FEE	PRICECHG						U6348	Anita Wyrgatsch Real Estate		YD	5121	MR		1589	0	2	0	2	2	2	2	0		OS	2	1	5	NO	0	90744	2843	240000		231.48		CORNER LOT WITH POTENTIAL This Great Older Investment Income Property ON A CORNER LOT consists of Duplex  of 2- One Bedroom One Bath Units in one building  with parking on side of each unit plus additional open vacant space on the property. The units front on Watson and the open space sides on E.L Street   Tenants pay all utilities including watrer  Property is selling "AS IS" without any Seller warranties. Seller will not pay for any corrective work or Buyers expense if requested.   Buyer MUST CHECK with  Planning  if interested in of adding additional Unit on vacant space? Seller is a TRUST...Buyers to review and sign TRUST ADVISORYwitj any offers .							STD				0	SIS			67563737				A	1080	A	A	1			1218	AV				74D3	2015-02-05 08:22:33		2014-06-23 12:03:06	2013-05-14 16:41:32		84																																						825	1.00	1	U		0	0	825	1	764	1.00	1	U		0	0	764	1																																																																				PHA						ASS	
1749275	5231025007		LA	CA	Folsom	3335	12100	1880	650000	CV13040782		0.325				BOYH										D				779									NCW	SUB	1	2	8	8											US	LA	Indiana		2013-03-11 00:00:00	2013-03-11 00:00:00	0					779																									43200	CF	1		1	1	CV	FE	ATANACIO	C23148	01430925		PRICECHG						50256	RE/MAX GOOD LIFE REALTY		ARP	14144	MR		43200	1600	2	2	2		2	1	2300			10		1	NO	0	90063	2117	575000		123.95		good investment property							STD					SIS			66266538				A	5244	A	B					ST					2015-04-24 23:44:05		2013-11-29 22:43:59	2013-03-11 11:06:47		5231																																						43200	7.00	13	U	D	15	1	43200	2																																																																													SEE						ASS	
1759054	146092011000		WNTN	CA	Gerard	7032	0	1000	113000	MC13094954		0.161														A				708									1CW	SL	2														US	MER	WINTON WAY		2013-05-21 00:00:00	2013-05-21 00:00:00	0		ON THE CORNER OF WINTON WAY AND GERARD			708																									0				1	1	MC	Hazel	Wayman	mcWAYMHA	01827640		PRICECHG						MC188	Realty Executives Of Merced		ARP	7000	MR		0	0	0	0	0		3	0	0			0		4	NO	0	95388		114000				2 APARTMENTS AND ONE BAR.							STD					SC			67702663				A	0	A						AV					2014-12-12 10:07:47		2013-05-21 17:27:28	2013-05-21 16:38:43																																								0	1.00	1	U		0	0	0	1	0	1.00	1	U		0	0	0	2																																																																				DIST						SEE	
1777854	0141431040000		SB	CA	Dumas	231	0	1916	500000	IV13047170		2.410				274										D				632									NCW	SUB	2	1	5	3	6	8									US	SB	Waterman		2014-06-19 00:00:00	2013-03-19 00:00:00	0					632							AVG																		0				1	1	IV	CLIFFORD	RICE	IRICECLI	01843399		BOM			Personal effects			ISCA02	CENTURY 21 SHOWCASE		D0	104980	MR		0	0	2	0	2		2	2	0		DY	10	1	4	NO	0	92408	2216		P	203.83		Great Value for Commercial development! Could be added to adjacent lots (Over 5 acres available) for large industrial yard, Mulit-unit development, office development, etc. Currently zoned industrial with two single family residences.  ***Close to 10 Fwy, Hospitality area, 215 fwy*** **Adjacent to San Bernardino Golf Club** *Rare opportunity to buy 3 parcels equaling more than 5 acres in path of next development area. Buyer to verify all zoning, utilities, and lot size.							STD					SC			66421000				A	2453	A	A		E			ST					2015-03-06 10:07:00	2014-04-23 20:42:32	2013-03-19 15:07:05	2014-06-19 15:15:57		124																																						0	2.00	5	P		0	0	0	2																																																																													DIST						ASS	
1819502	845093013		BLY	CA	BARNARD	641	10753	1964	329000	OC13058908	32W	0.416				374	BV	1		0					0	A	Other (OTHR)		7.50	758									1CW	CRB	2	8	5	3	6	1	ELC	1							US	RI	Fifth, Seventh		2013-04-01 00:00:00	2013-04-01 00:00:00	0		I-10, exit 7th north, left Barnard			758	PD	287	1	GN			CH	NO	0	VT															38940	CF	1		1	1	OC	Silas	Mariano	SMARISIL	01461410	FEE	PRICECHG			Personal property of tenants as indicated on lease agreements.	owner utilities indicated on lease agreements.		H05824	Empress Group, Inc.		D2	18121	MR		3245	28187	1	1	0	2	6	1	10753	SH	RV	7	1	7	NO	0	92225	1762	299000		152.31		6 unit fully occupied property in North central area of Blythe. Desert living near the Colorado River, Community College and Municipal Golf Course.  Across the street from Ruth Brown Elementary.  CAP Rate on property at list price is 7.5.  Owners  want to divest of all properties.   Units are all electric.  AC less than 6 months old.  Owner paying w/s/t.  3 minutes from the river.  Front units have fenced in back yard.  1-car garage and the rest carports.  RV parking.	SHN	BDDN					STD				0	SC			66716429				AP	2160	A	A	2160	E		641-645	ST				5491-F6	2014-10-31 09:30:05		2013-04-04 17:38:40	2013-04-04 15:54:22		3038																																						550	1.00	1	U		0	38940	38940	6	575	1.00	1	U						0	1.00	2	U						695	1.00	2	U						850	1.50	3	U	A	1				575	1.00	1	U																																					DIST						ASS	Apartment
1860999	5456008033		LA	CA	Carlyle	2241	67907	1927	4995000	WS13113509		1.743				623										D				685									NCW	CRB	2	9	4	10	9	8									US	LA	Eagle Rock Blvd		2013-06-13 00:00:00	2013-06-13 00:00:00	0					685																									130200				1	1	WS	TERESA	TING	W78034	01187340		PRICECHG						7474	MASTERS REALTY		ARP	75914	MR		10850	123593	7	7	7		7	7	6607			7		7	NO	0	90065	2021	5000000		705.41		2235 Carlye Pl, 2236 Carlyle Pl, 2241 Carlyle Pl and 2245 Carlyle Pl are  four adjacent Prime Hilltop Estate in Los Angeles.   2236 Carlyle Pl has Lot 23147 sqft 2237 Carlyle Pl has 2966 Living sqft and 21000 sqft lot 2241 Carlyle Pl has Quadruplex has 3183 sqft and 24,507 sqft Lot 2245 Carlyle Pl has 932 Sqft and 7260 Sqft A Builder's dream for a really special constructions of Condos or Apartments .   There are 7 houses on a lot with 360 degree view of hill top. Current income is $10,850 a month but the potential is tremendous.							STD					SIS			68172475				A	7081	A						PL					2014-11-22 11:43:13		2013-06-13 23:04:48	2013-06-13 22:54:01		3579																																						2000	2.00	3	U	D	1	2000	2000	1	2000	2.00	3	U	D	1	2000	2000	1	1800	2.00	3	U	D	1	1800	1800	1	1800	1.00	2	U	D	1	1800	1800	1	1500	1.00	2	U	D	1	1500	1500	1	900	1.00	1	U	D	1	900	900	1	900	1.00	1	U	D	1	900	900	1																							DIST						ASS	
1869792	0162094180000		CLTN	CA	7th	404	0	1931	675000	IV13115800	PK,RML	0.344				273	NO	0								A				172									2CW	SUB	9	8					CA,WW	1							US	SB	Valley, 7th st		2015-01-06 14:57:00	2013-06-17 00:00:00	0	W				172				GN	RG		NO			WW,PC	P														0	CF	1	KNET	1	1	IV	SCOTT	TUCKER	ITUCKSCO	1382514	FEE	PRICECHG	IR	1				IVPROV	PROVIDENCE REALTY		AVCS,CL,LX,LL,SS	15000	MR		0	0	1	0	1		7	1	0		UAS	25	1	12	NO	0	92324	2941	750000	X	65.85		Beautiful 2 Story building with a corner lot formerly Knopsnyder's Building. Property was remodeled years ago to office space. Downstairs features community bathrooms and community kitchen. Ample parking for any tenant. Property has seven units, five of which are downstairs and office space and two residential units upstairs with private laundry rooms. Property is centrally located in downtown Colton near several food restaurants, businesses and Fleming Park. Property is two blocks away from 10 freeway. Unit A downstairs features it's own private restrooms.	SPT	BDUP					STD				0	SC			68233120				A	10251	A	B	2	N	N		ST		TK	SPN	606-D6	2015-04-03 10:48:44	2014-05-23 01:00:36	2013-06-17 16:21:52	2015-01-06 14:57:00		125																																						0	0.00	0	U	D	1	0	0	1	0	0.00	0	U	D	1	0	0	1	0	0.00	0	U	D	1	0	0	1	0	0.00	0	U	D	1	0	0	1	0	0.00	0	U	D	1	0	0	1	0	1.00	2	U	D	1	0	0	1	0	1.00	2	U	D	1	0	0	1																			ELAV,WMOP	NE	1		PHA						ASS	
1882859	4063005009		GR	CA	Marine	1844	0	1907	333333	BB13147646		0.158				118	UNK	1							0	A				644									2CW	SDW	2	2	1	7	6	8									US	LA	Western		2013-07-24 00:00:00	2013-07-24 00:00:00	0		West of Western Ave on south side of Marine Ave			644																									18000				1	1	BB	Darrell	Belisle	B34028	01235057	FEE	PRICECHG						BH5345467	So Cal Life Realtors Inc.		D0	6875	MR		1500	0	3	2	3	4	3	1	0		OS	6	1	9	NO	0	90249	3802	333000		175.25		DEVELOPERS & INVESTORS Don't miss this opportunity to purchase 3 separate properties on 3 large lots with income in a mixed use area that is modernizing and has lots of potential. This  1902 sq ft triplex located at 1844 marine Ave has 3 - 1 bedroom 1 bath units on a 6874 sq ft lot. DO NOT DISTURB TENANTS. Inspection with accepted offer. This property is to be sold together with 1840 and 1836 Marine Ave.  Each property is listed at $333,333 for a total of $999,999.							STD					UNK			69641806				A	1902	A	A					AV					2015-02-27 18:32:55		2013-07-27 15:28:53	2013-07-25 19:54:55		7468																																						500	1.00	1	U	D	2	2250	1500	3																																																																													DIST						ASS	GAC3
1902085	5521007018		LA	CA	Melrose	4716	0	1958	1100000	SR13151879		0.148				C17										D				637									NCW	SDW	2	9	1	7	6	8									US	LA	0		2013-07-31 00:00:00	2013-07-31 00:00:00	0					637																									0				1	1	SR	Icela	Pabon	F210075639	00903605		PRICECHG						F0067001	Park Regency Realty		PAV	6446	CN		0	0	0	0	0		6	0	0			0		3	NO	0	90029	3328	1300000		312.32		Newer Electrical plumbing and stucco 2009*Gated Iron gate electrical*Separate electrical meters and separate gas meters*4 units upstairs are  (3) 1 unit 2+1 (2) unit downstairs rented 1 as a gift shop, the other one is a grocery store with walk-in freezer*Profile shows 2 units*there are 6 units*Buyer investigate*							STD					UNK			69755236				A	3522	A						AV					2014-03-06 15:30:52		2013-08-03 16:08:22	2013-07-31 15:21:58		0																																						1050	1.00	1	U		0	0	1050	1	1150	1.00	1	U		0	0	1150	1	1160	1.00	1	U		0	0	1160	1	1385	1.00	2	U		0	0	1385	1	1000	1.00	0	U		0	0	1000	1	1200	0.00	0	U		0	0	1200	1																																DIST						ASS	
1932041	1049261020000		ONT	CA	Sunkist	425	0	1924	324900	IV13161456		0.124				686	BV,UNK	1							0	D			6.40	955									NCW	CRB,SL,SUB	9	1	5				NO	0							US	SB	MISION,HOLT,EUCLID		2013-08-12 00:00:00	2013-08-12 00:00:00	0		ABOUT 2 MILES FROM 60 FREEWAY WEST EUCLID EXIT. BETWEEN HOLT AVE AND MISSION			625								NO	0	SEE														28800	31800	NO	0		1	1	IV	KENNETH	KELLEY	IKELLKEN	1525064	FEE	PRICECHG						ICCR01	COAST AND COUNTRY REAL ESTATE		LL	5390	MR		2650	24480	3	0	3		3	0	4320			2		1	NO	0	91762	4370	325000		212.63		THESE UNITS ARE IN GOOD CONDITION - NEW PAINT IN FRONT HOUSE - THE 2 BACK STUDIO UNITS HAVE NEW TILE FLOORS  AND PAINT PLUS HEATERS AND AIR CONDITIONERS. CITY SHOWS AS LEGAL 3 UNITS. FRONT HOUSE IS 2 BED 1 BATH RESIDENTIAL RENTAL UNIT AND THE BACK 2 UNITS ARE STUDIO APARTMENTS-HI DEMAND RENTAL AREA		SEE					STD					SIS			70015155		NO	0	A	1528	A	A		W			ST				642B1	2015-04-01 08:27:10		2013-08-12 11:43:35	2013-08-12 11:42:47		0																																						1250	1.00	2	U		0	0	0	1	700	1.00	0	U		0	700	0	1	700	1.00	0	U		0	700	0	1																																																											DIST						ASS	
1939080	6330014034		BG	CA	Eastern	6222	0	1950	500000	MB13162735		0.104				T3										A				625									2CW	SDW,SL	2	5	4	10	6	8									US	LA	EASTERN AND GAGE		2013-08-12 00:00:00	2013-08-12 00:00:00	0					625																									0				1	1	MB	EDDIE	MARTINEZ	M43490	01737460		PRICECHG						973500	L.A. R.E. NETWORK ERA		D1	4552	MR		0	0	4	0	2		0	2	0			4		2	NO	0	90201		510000		200.80		AGENT AND BUYERS THIS IS AN INVESTORS DELIGHT. THERE ARE 2 SEPARTE PARCELS THAT ARE SELLING TOGETHER. PLEASE DRIVE BY ONLY DO NOT DISTURB TENNANTS. PROPERTY SOLD AS IS CONDITION. BUYERS AND BUYERS AGENT TO DUE THERE INVESTIGATIONS WITH THE CITY. THIS PROPERTY IS A MIXED USE. THERE IS 4 SINGLES AND 2 COMMERCIALS ONE OF THE COMMERCIALS IS							STD					SIS			70046688				A	2490	A	A					AV					2015-03-31 22:56:36		2013-08-13 15:06:25	2013-08-13 14:59:09		12825																																						0	0.00	0	U		0	0	0	0																																																																													DIST						ASS	
1958387	0441202010000		APPV	CA	Thunderbird	20185	5840	1985	199800	TR13210335		0.413				APPV										A				814									EU	CRB	2	5	4	10	6	8	CA,DL	1							US	SB	Happy trail hwy and Rancherita		2013-10-15 00:00:00	2013-10-15 00:00:00	0					561								LIV	1																21600	CF	1		1	1	TR	Bruce	Kwon	HKWONBRU	01035513	FEE	NEWLIST	IG	1				PB7503	Diamond Hills Realty		D0	18000	MR		1800	15760	3	1	3		3	1	300			6		5	NO	0	92307				70.55		Great location walking distance to school and shopping center. It features: 2 Bedroom and 1 Full bath 1 car attached garage in all 3 units. Laminated wood floor, Roll up garage door, All appliances, AC N Heating has been repaired, Installed new roof shingles an energy efficiency standard for cool roof. Each unit has their own enclosed private back yard. Additional parking spaces.							STD					SC			71473949				A	2832	A						RD				4297E5	2014-05-27 13:27:19		2013-10-15 14:33:18	2013-10-15 14:31:25		4112																																						600	1.00	2	U	A	1	700	600	1	600	1.00	2	U	A	1	700	600	1	600	1.00	2	U	A	1	700	600	1																																																							220L				DIST						ASS	
1978702	0283082470000		LOML	CA	Court St	25004	0	1900	429900	EV13204593		0.313				267									0	A				538									1CW	URB	2	1	5	3	6	8									US	SB	E of Anderson		2015-01-14 00:00:00	2013-10-07 00:00:00	0					538																									0				1	1	EV	SUE	MILLER	EMILLSUE	01060153		BOM						5402	CENTURY 21 LOIS LAUER RED		ARM	13650	MR		1800	0	2	0	1		2	3	0		UAS	6	1	6	NO	0	92373			H	213.46		Now there is a duplex but seller has done extensive work on property use, permits and design requirements...Some fees have already been paid.  The seller has working plans for an additional duplex, enlarging the existing duplex and  adding a 3 car garage.  This property is zone 3-10 units.   This is a great opportunity to have very desirable multiple units near the hospital, medical and dental schools.  The seller has done all the ground work for you and  all the plans are included with the property.  This is charming property lots of fruit trees and a circle drive way.  Tenants so near the University.							STD					SC			71314943				A	2014	A	B										2015-03-02 10:13:11	2014-12-14 20:43:13	2013-10-08 09:20:44	2015-01-14 00:10:30		00000																																						900	1.00	3	U		0	900	900	1	900	1.00	3	U		0	900	900	1																																																																				DIST						BLD	
1983472	7253010032		LONG	CA	Mira Mar	1300	0	1959	589000	RS13209143		0.090		BIR	1	3									0	D	Other (OTHR)			562									NCW	SDW	9	2	1	7	6	8	NO	0							US	LA	E. Anaheim St.		2013-10-14 00:00:00	2013-10-14 00:00:00	0					562				GN			CH,WD	NO	0	CR															0	WL	1		1	1	RS	Gary	Cordova	RCORDGAR	00549761		PRICECHG	IG	1				RCRD	Cordova Realty		D0	3927	MR		0	0	2	1	2		2	1	0			1		21	NO	0	90804	2926	595000		149.99									STD					SIS			71442721				A	3927	A		1	E			AV				795J6	2015-03-28 16:43:08		2015-03-28 16:43:08	2013-10-14 10:16:03		0																																						1750	1.00	2	U	A	1	1750	1750	1	0	1.00	0	U	D	0	1250	0	1																																																																				DIST						APP	
2044821	0162044080000		CLTN	CA	La Cadena	555	6083	1905	450000	CV13214515		0.115		GO	1	273										A				555									1CW	URB	2	5	4	19	6	8	CA,WW	1							US	SB	F st		2013-10-21 00:00:00	2013-10-21 00:00:00	0					555										LAM															34800	WL	1	BTH	1	1	CV	MARIO	RUIZ	C13307	01193722		NEWLIST						2986	SOLUTIONS REALTY & LOAN SRVCS.		D0	5000	MR		34800	28717	4	0	1		4	1	6083			5		1	NO	0	92324	2885			193.13		Great units with great potential! All units rented, surrounded by newer developments ! Great location ! next to historic Flemings Park ! Just great for your 1st time buyer with the investor sight, or your smart experienced investor adding to its repertoire! Take advantage of this great opportunity!							STD					SC			71591510				A	2330	A	B		N			DR					2014-10-20 10:38:03		2013-10-21 14:47:49	2013-10-21 14:46:28		0125																																						725	1.00	1	U		0	1	2900	4																																																																									220				DIST						ASS	
2046334	0167262060000		REDL	CA	Post	1127	0	1981	599000	EV13218161		0.274				268	UNK	1			MO			Mountain View	1	A		Mountain View		553									2CW	SUB	1	8	2	9	6	8	CA	1							US	SB	Lugonia		2013-12-24 00:00:00	2013-10-23 00:00:00	0					553				GL				NO	0	WW															33600	CF	1		1	1	EV	RITA	SHAW	L100627	00666305	FEE	PRICECHG	AR	1				5660	RITA SHAW BROKER & ASSOCIATES		TNS	11919	MR		0	0	4	4	4		4	0	0		CP	4	1	10	NO	0	92374	4415	499000	B	154.46	116250	4-Plex - Mountain View Apartments have an HOA that provides yard care and trash and parking lot maintenance for $300 per month.Fully occupied. Has a laundry room for extra income.Each unit has a 1 car garage and and second parking space.There is a carport with two designated spaces for the units too.Good income opportunity. Seller expenses YTD through October are Electric $545, Gas $726, Water $1723, Pest Control; $780, Gopher Control $480, Fire Extinguishers for two units $50. Seller does not feel that HOA does adequate gopher control and pays his own service.							STD				0	SC			71692806		NO	0	A	3878	A	B	2				ST		TC		608C6	2015-04-23 07:10:40		2013-10-26 11:33:36	2013-12-24 09:37:26		10141																																						1000	2.00	3	U	D	1	12000	12000	1	800	2.00	2	U	D	1	9600	9600	1	800	2.00	2	U	D	1	9600	9600	1	200	1.00	2	U	D	1	9600	2400	1																																																		DIST						ASS	
2049541	191271012		RVSD	CA	McArthur	4162	0	1961	398950	IV13215521		0.160		GO,GR	1	252										A				555									1CW	SDW,SL	20	20	20	20	20	8	WW	1							US	RI	Van Buren and California		2013-10-21 00:00:00	2013-10-21 00:00:00	0					555				GL			WD,WI	NO	0	PC,CR															0	WL	1	CF,RECL	1	1	IV	GRACE V.	QUIAMBAO	IQUIAGRA	1746032		PRICECHG	IN	1				IADP	PRUDENTIAL CALIF REALTY/RIV		D1	6970	MR		0	0	2	2	1		2	1	0		SHAR,GAR,GDO,GP	6	1	5	NO	0	92503	3859	399950		207.25		STANDARD SALE Price reduced!!! Well maintained, hard to find one story duplex in a desirable City of Riverside. Seller very motivated. Rent one, live in the other. Front unit has 2 big bedrooms / 1 bath & frontyard, Back unit has 2 big bedrooms / 1 bath & backyard. Upgraded kitchen, Ceiling Fans, Iron Fence, New Carpet, big driveway. Close to Parkview Community hospital, Walmart, Food for Less, restaurants, parks, shoppings, churches etc.	CMP	BDDN,LIV					STD		COD,EXL,SD			SC			71620272		NO	0	A	1925	A	A					RD		TK	BNG	714-H5	2015-04-25 22:07:31		2014-12-07 16:33:43	2013-10-22 16:45:28		0316																																						0	1.00	2	U	A	1	0	0	1	0	1.00	2	U	A	1	0	0	1																																																																NGS	NO	0		DIST						ASS	
2052373	0283082310000		LOML	CA	Redlands	25087	0	1963	285000	EV13219627		0.170				267										D				547									NCW	URB	2	1	5	3	6	8									US	SB	Anderson		2014-12-17 00:00:00	2013-10-28 00:00:00	0					547																									0				1	1	EV	SUE	MILLER	EMILLSUE	01060153		BOM						5402	CENTURY 21 LOIS LAUER RED		ARM	7400	MR		0	0	0	0	0		2	0	0			4		1	NO	0	92354			H	203.57		Zone Coml. 2 on 1 lot  both rented.  Great investment property.							STD					SC			71732776				S	1400	A						BL					2015-02-23 09:27:04	2014-12-16 12:04:16	2013-10-29 10:02:33	2014-12-17 00:10:53		0073																																						0	1.00	2	U		0	0	0	1	0	1.00	1	U		0	0	0	1																																																																				PHA						SEE	
